Metric,Average,Std Dev,Min,Max
Train MAE H24,0.000843,0.000091,0.000718,0.000932
Train MAE H48,0.001080,0.000167,0.000845,0.001221
Train MAE H72,0.001167,0.000183,0.000919,0.001355
Train MAE H96,0.001192,0.000191,0.000985,0.001446
Train MAE H120,0.001755,0.000143,0.001613,0.001951
Train MAE H144,0.004364,0.000442,0.003814,0.004897
Train R2 H24,0.999881,0.000022,0.999858,0.999910
Train R2 H48,0.999823,0.000046,0.999771,0.999883
Train R2 H72,0.999796,0.000046,0.999756,0.999860
Train R2 H96,0.999790,0.000052,0.999721,0.999847
Train R2 H120,0.999536,0.000133,0.999349,0.999644
Train R2 H144,0.997592,0.000467,0.997032,0.998176
Train Uncertainty H24,0.000809,0.000043,0.000764,0.000867
Train Uncertainty H48,0.001116,0.000112,0.000980,0.001255
Train Uncertainty H72,0.001246,0.000060,0.001163,0.001297
Train Uncertainty H96,0.001489,0.000103,0.001345,0.001575
Train Uncertainty H120,0.002625,0.001251,0.001739,0.004394
Train Uncertainty H144,0.001907,0.000151,0.001704,0.002065
Train SNR H24,1656.669556,85.986816,1542.387207,1749.800415
Train SNR H48,1210.220581,122.510941,1065.524536,1365.095459
Train SNR H72,1075.227173,53.458759,1030.747314,1150.409668
Train SNR H96,902.477234,65.474960,848.368042,994.605652
Train SNR H120,613.395203,218.405090,304.525208,768.651489
Train SNR H144,705.379395,58.113869,647.202332,784.741211
Validation MAE H24,0.000767,0.000061,0.000687,0.000834
Validation MAE H48,0.001117,0.000105,0.000973,0.001223
Validation MAE H72,0.001199,0.000074,0.001102,0.001283
Validation MAE H96,0.001321,0.000108,0.001226,0.001473
Validation MAE H120,0.001931,0.000195,0.001708,0.002183
Validation MAE H144,0.005674,0.000030,0.005639,0.005712
Validation R2 H24,0.999766,0.000043,0.999707,0.999810
Validation R2 H48,0.999569,0.000091,0.999445,0.999660
Validation R2 H72,0.999487,0.000080,0.999426,0.999600
Validation R2 H96,0.999319,0.000040,0.999264,0.999356
Validation R2 H120,0.998635,0.000222,0.998411,0.998937
Validation R2 H144,0.991485,0.000435,0.990890,0.991918
Validation Uncertainty H24,0.000588,0.000033,0.000550,0.000632
Validation Uncertainty H48,0.000753,0.000110,0.000644,0.000903
Validation Uncertainty H72,0.000870,0.000066,0.000791,0.000952
Validation Uncertainty H96,0.001124,0.000106,0.000977,0.001222
Validation Uncertainty H120,0.001948,0.000870,0.001327,0.003178
Validation Uncertainty H144,0.001229,0.000090,0.001122,0.001343
Validation SNR H24,2166.919678,121.970329,2011.284546,2309.145508
Validation SNR H48,1720.270508,235.375366,1405.965576,1972.352783
Validation SNR H72,1465.058105,110.476067,1331.767822,1602.291626
Validation SNR H96,1137.602905,114.191338,1037.069092,1297.319336
Validation SNR H120,765.713074,259.709229,398.449066,952.689331
Validation SNR H144,1035.429565,75.684410,942.939697,1128.326538
Test MAE H24,0.001060,0.000172,0.000868,0.001285
Test MAE H48,0.001433,0.000258,0.001077,0.001676
Test MAE H72,0.001588,0.000389,0.001089,0.002037
Test MAE H96,0.001863,0.000244,0.001529,0.002104
Test MAE H120,0.002137,0.000487,0.001712,0.002819
Test MAE H144,0.005819,0.000880,0.004930,0.007018
Test R2 H24,0.998804,0.000242,0.998501,0.999093
Test R2 H48,0.997401,0.000989,0.996698,0.998799
Test R2 H72,0.996658,0.001943,0.994084,0.998779
Test R2 H96,0.995439,0.001828,0.992988,0.997377
Test R2 H120,0.994380,0.003163,0.989910,0.996751
Test R2 H144,0.965769,0.014308,0.945857,0.978838
Test Uncertainty H24,0.000556,0.000045,0.000497,0.000607
Test Uncertainty H48,0.000760,0.000113,0.000619,0.000895
Test Uncertainty H72,0.000851,0.000071,0.000755,0.000927
Test Uncertainty H96,0.000988,0.000067,0.000901,0.001064
Test Uncertainty H120,0.001598,0.000731,0.001065,0.002632
Test Uncertainty H144,0.001236,0.000123,0.001077,0.001378
Test SNR H24,2118.031006,178.217712,1929.056519,2356.944092
Test SNR H48,1575.929321,240.191757,1308.249512,1890.873535
Test SNR H72,1387.014038,120.411606,1263.854614,1550.437988
Test SNR H96,1191.398315,82.392212,1101.000244,1300.267212
Test SNR H120,871.352356,301.570038,445.283813,1100.694336
Test SNR H144,958.166016,97.208923,852.137634,1086.961792
