DATE_TIME,OPEN,LOW,HIGH,CLOSE,BC-BO,BH-BL,BH-BO,BO-BL,day_of_week,day_of_month,hour_of_day,dow_sin,dow_cos,dom_sin,dom_cos,hod_sin,hod_cos
2011-07-13 17:00:00,1.41497,1.41344,1.41558,1.41414,-0.0008300000000001,0.00214,0.0006099999999999,0.00153,2,13,17,0.9749279121818236,-0.2225209339563143,0.485301962531081,-0.8743466161445821,-0.9659258262890684,-0.2588190451025206
2011-07-13 18:00:00,1.41411,1.41329,1.41604,1.41441,0.0002999999999999,0.00275,0.0019299999999999,0.00082,2,13,18,0.9749279121818236,-0.2225209339563143,0.485301962531081,-0.8743466161445821,-1.0,-1.8369701987210294e-16
2011-07-13 19:00:00,1.41443,1.41303,1.41545,1.41411,-0.00032,0.00242,0.00102,0.0014,2,13,19,0.9749279121818236,-0.2225209339563143,0.485301962531081,-0.8743466161445821,-0.9659258262890684,0.2588190451025203
2011-07-13 20:00:00,1.41408,1.41353,1.41671,1.41668,0.0025999999999999,0.0031799999999999,0.0026299999999999,0.00055,2,13,20,0.9749279121818236,-0.2225209339563143,0.485301962531081,-0.8743466161445821,-0.8660254037844386,0.5000000000000001
2011-07-13 21:00:00,1.41673,1.4161,1.42415,1.4237,0.0069699999999999,0.0080500000000001,0.0074199999999999,0.0006300000000001,2,13,21,0.9749279121818236,-0.2225209339563143,0.485301962531081,-0.8743466161445821,-0.7071067811865477,0.7071067811865474
2011-07-13 22:00:00,1.42372,1.42001,1.42398,1.42291,-0.0008100000000001,0.00397,0.0002599999999999,0.0037100000000001,2,13,22,0.9749279121818236,-0.2225209339563143,0.485301962531081,-0.8743466161445821,-0.5000000000000004,0.8660254037844384
2011-07-13 23:00:00,1.42288,1.42187,1.42816,1.42695,0.00407,0.0062900000000001,0.0052800000000001,0.0010099999999999,2,13,23,0.9749279121818236,-0.2225209339563143,0.485301962531081,-0.8743466161445821,-0.2588190451025215,0.965925826289068
2011-07-14 00:00:00,1.42697,1.42258,1.42711,1.42368,-0.00329,0.0045300000000001,0.00014,0.0043900000000001,3,14,0,0.4338837391175582,-0.900968867902419,0.299363122973358,-0.9541392564000488,0.0,1.0
2011-07-14 01:00:00,1.42371,1.42248,1.425,1.42324,-0.0004699999999999,0.00252,0.00129,0.00123,3,14,1,0.4338837391175582,-0.900968867902419,0.299363122973358,-0.9541392564000488,0.2588190451025207,0.9659258262890684
2011-07-14 02:00:00,1.42327,1.422,1.42372,1.42288,-0.0003900000000001,0.0017200000000001,0.00045,0.0012700000000001,3,14,2,0.4338837391175582,-0.900968867902419,0.299363122973358,-0.9541392564000488,0.4999999999999999,0.8660254037844387
2011-07-14 03:00:00,1.4229,1.42061,1.42365,1.42091,-0.0019900000000001,0.0030400000000001,0.00075,0.0022900000000001,3,14,3,0.4338837391175582,-0.900968867902419,0.299363122973358,-0.9541392564000488,0.7071067811865475,0.7071067811865476
2011-07-14 04:00:00,1.42088,1.42035,1.42225,1.42222,0.0013400000000001,0.0019,0.00137,0.0005299999999999,3,14,4,0.4338837391175582,-0.900968867902419,0.299363122973358,-0.9541392564000488,0.8660254037844386,0.5000000000000001
2011-07-14 05:00:00,1.4222,1.41874,1.4222,1.41934,-0.0028599999999998,0.00346,0.0,0.00346,3,14,5,0.4338837391175582,-0.900968867902419,0.299363122973358,-0.9541392564000488,0.9659258262890684,0.2588190451025207
2011-07-14 06:00:00,1.41937,1.41672,1.42141,1.41984,0.0004699999999999,0.00469,0.00204,0.00265,3,14,6,0.4338837391175582,-0.900968867902419,0.299363122973358,-0.9541392564000488,1.0,6.123233995736766e-17
2011-07-14 07:00:00,1.41981,1.41794,1.42179,1.42004,0.0002299999999999,0.0038500000000001,0.00198,0.00187,3,14,7,0.4338837391175582,-0.900968867902419,0.299363122973358,-0.9541392564000488,0.9659258262890684,-0.2588190451025206
2011-07-14 08:00:00,1.42001,1.41926,1.42385,1.42316,0.0031499999999999,0.00459,0.00384,0.00075,3,14,8,0.4338837391175582,-0.900968867902419,0.299363122973358,-0.9541392564000488,0.8660254037844387,-0.4999999999999998
2011-07-14 09:00:00,1.42313,1.41881,1.42577,1.41892,-0.00421,0.00696,0.0026399999999999,0.0043200000000001,3,14,9,0.4338837391175582,-0.900968867902419,0.299363122973358,-0.9541392564000488,0.7071067811865476,-0.7071067811865475
2011-07-14 10:00:00,1.41889,1.41719,1.42014,1.41872,-0.00017,0.00295,0.0012499999999999,0.0017,3,14,10,0.4338837391175582,-0.900968867902419,0.299363122973358,-0.9541392564000488,0.4999999999999999,-0.8660254037844387
2011-07-14 11:00:00,1.41875,1.41567,1.42059,1.4197,0.00095,0.00492,0.00184,0.0030799999999999,3,14,11,0.4338837391175582,-0.900968867902419,0.299363122973358,-0.9541392564000488,0.258819045102521,-0.9659258262890682
2011-07-14 12:00:00,1.41972,1.41764,1.42357,1.4234,0.0036799999999999,0.0059299999999999,0.0038499999999999,0.00208,3,14,12,0.4338837391175582,-0.900968867902419,0.299363122973358,-0.9541392564000488,1.2246467991473532e-16,-1.0
2011-07-14 13:00:00,1.42343,1.42068,1.42479,1.42375,0.00032,0.00411,0.00136,0.00275,3,14,13,0.4338837391175582,-0.900968867902419,0.299363122973358,-0.9541392564000488,-0.2588190451025208,-0.9659258262890684
2011-07-14 14:00:00,1.42378,1.41425,1.4245,1.4154,-0.00838,0.01025,0.00072,0.00953,3,14,14,0.4338837391175582,-0.900968867902419,0.299363122973358,-0.9541392564000488,-0.4999999999999997,-0.8660254037844388
