DATE_TIME,OPEN,LOW,HIGH,CLOSE,BC-BO,BH-BL,BH-BO,BO-BL,RSI,MACD,MACD_Signal,MACD_Histogram,EMA,Stochastic_%K,Stochastic_%D,ADX,DI+,DI-,ATR,CCI,BB_MID_20_2,BB_UP_20_2,BB_LOW_20_2,BB_WIDTH_20_2,WilliamsR,Momentum,ROC
2018-12-17 01:00:00,1.13044,1.1304,1.13098,1.13064,0.0002000000000002,0.00058,0.0005400000000002,3.999999999981796e-05,69.1126279863491,-0.000991626100766,-0.0013051513268176,0.0003135252260515,1.1309045564799878,89.61891373308559,84.01554133407431,35.4597405045407,12.52750685135968,25.668581038924987,0.0011827002362937,23.20796800492583,1.1301564999999998,1.1338992063737352,1.1264137936262644,0.0074854127474708,-8.292682926829453,0.0006300000000001,0.2927244664431283
2018-12-17 02:00:00,1.13064,1.13049,1.13104,1.13098,0.00034,0.00055,0.0003999999999999,0.00015,68.90034364261362,-0.0008699903525777,-0.0012181191319696,0.0003481287793919,1.130911741577132,92.79460708735026,90.81966661937854,35.28725541630105,12.471612157037182,24.782073773776236,0.0011375073622727,56.01367178163164,1.129962,1.1330521042053627,1.1268718957946375,0.0061802084107251,-1.442307692306486,0.00052,0.2419676490139632
2018-12-17 03:00:00,1.13097,1.13097,1.13128,1.13098,1.0000000000065512e-05,0.00031,0.00031,0.0,91.55251141552564,-0.0007647772694949,-0.0011274507594747,0.0003626734899797,1.1309182423793098,94.34536457273816,92.25296179772468,34.73036073378434,13.805188748877534,24.273221701057533,0.0010783996935389,105.83087853058484,1.1297374999999998,1.1316047961736155,1.127870203826384,0.0037345923472313,-7.228915662649635,0.0006099999999999,0.1203944689364577
2018-12-17 04:00:00,1.13097,1.13076,1.13126,1.13086,-0.00011,0.0004999999999999,0.0002899999999999,0.00021,86.35097493036007,-0.0006832026058887,-0.0010386011287575,0.0003553985228687,1.1309126954860422,92.57884787844417,93.2396065128442,34.409275748083964,13.3297771374613,24.88368175268197,0.0010370854297147,99.04106365455418,1.1298255,1.1317298473947788,1.1279211526052215,0.0038086947895572,-13.59223300971139,0.00042,0.091164157439616
2018-12-17 05:00:00,1.13088,1.13055,1.13113,1.13076,-0.0001200000000001,0.00058,0.0002499999999998,0.0003300000000001,74.56896551723858,-0.0006194822557028,-0.0009547773541465,0.0003352950984437,1.1308981530588,84.80564885524349,90.57662043547526,34.30629067572526,12.779982660146896,25.350714389294158,0.0010044364704494,79.77525584715482,1.1299009999999998,1.1318276956168527,1.127974304383147,0.0038533912337057,-24.76190476190849,0.0001199999999998,0.0646000548657932
2018-12-17 06:00:00,1.13076,1.13058,1.13125,1.13107,0.00031,0.0006700000000001,0.0004900000000001,0.00018,75.61983471074319,-0.0005377699328426,-0.0008713758698857,0.0003336059370431,1.1309145194341523,83.45184654924414,86.94544776097727,33.987142306443175,13.030382807229666,24.11343424281768,0.0009805481511316,86.8477483917156,1.129968,1.1319583929260326,1.1279776070739675,0.003980785852065,-11.290322580647665,8.999999999992347e-05,0.0690088384396991
2018-12-17 07:00:00,1.13102,1.13095,1.13191,1.13181,0.00079,0.00096,0.00089,7.00000000000145e-05,80.067567567565,-0.0004085905353554,-0.0007788188029797,0.0003702282676242,1.1309998032975663,86.64390280013868,84.96713273487543,32.556182968817964,16.93279332295395,22.42461217080178,0.0009790804260508,133.2993086809193,1.1301384999999995,1.1321465465632048,1.1281304534367946,0.0040160931264101,-4.016064257027862,0.0008299999999998,0.1406805754631923
2018-12-17 08:00:00,1.1318,1.13103,1.13263,1.13227,0.0004700000000001,0.0016,0.0008300000000001,0.0007699999999999,81.32911392404938,-0.0002660301466079,-0.0006762610717053,0.0004102309250973,1.131120774412084,91.1595532970996,87.0851008821608,30.256920449053723,20.067033129919025,19.92047583368081,0.00102343182419,160.87540491428032,1.1303130000000003,1.132422503259064,1.128203496740937,0.0042190065181273,-11.214953271025646,0.0014100000000001,0.1982248258895813
2018-12-17 09:00:00,1.13228,1.13219,1.13308,1.13286,0.00058,0.00089,0.0008000000000001,8.999999999992347e-05,85.86956521738973,-0.0001042403246935,-0.000561856922303,0.0004576165976094,1.1312864149442663,92.91935117006496,90.24093575576774,28.676900188129505,21.97904997379474,18.671465198477463,0.001013900979605,213.72549019608095,1.130589,1.1325060279079868,1.1286719720920133,0.0038340558159735,-6.010928961751618,0.0020999999999999,0.2522101574322422
2018-12-17 10:00:00,1.13284,1.13264,1.1344,1.13387,0.0010299999999998,0.0017599999999999,0.00156,0.0001999999999999,92.66666666666332,0.0001042758072871,-0.0004286303763849,0.0005329061836721,1.13153247066386,90.71051582869843,91.59647343195434,28.506738664040142,28.224861248136214,16.471986543578087,0.0010671937667761,259.7780329123488,1.1308700000000005,1.1329718943836455,1.128768105616355,0.0042037887672905,-10.642570281127371,0.0027999999999999,0.3016471171027657
